epoch,loss,auc,ap,mrr,hits@10,hits@50,hits@100
10,2.1435890197753906,0.89660191348561,0.9129942886707552,0.42650496617304057,0.04405286343612335,0.22026431718061673,0.43171806167400884
20,0.9873829483985901,0.8957480253837643,0.9095368728303694,0.4043664082164314,0.04405286343612335,0.22026431718061673,0.42731277533039647
30,0.8515287637710571,0.9103999689495236,0.9202870996775654,0.5010442753406652,0.04405286343612335,0.22026431718061673,0.44052863436123346
40,0.7129095792770386,0.9071008558287567,0.9220120042367055,0.4617608035886409,0.04405286343612335,0.22026431718061673,0.43171806167400884
50,0.6761396527290344,0.9111374177647539,0.9249421759463395,0.427250474229432,0.04405286343612335,0.22026431718061673,0.43171806167400884
60,0.663444459438324,0.9205884065283627,0.9341370871370891,0.49820817540539053,0.04405286343612335,0.22026431718061673,0.43612334801762115
70,0.6451723575592041,0.9189194434202098,0.933227153212618,0.46356287189414946,0.04405286343612335,0.22026431718061673,0.43612334801762115
80,0.615496814250946,0.9153292320829047,0.9302013216920669,0.45111436291408996,0.04405286343612335,0.22026431718061673,0.43171806167400884
90,0.6047778725624084,0.9152904189873664,0.9359744854388556,0.5674213362555085,0.04405286343612335,0.22026431718061673,0.44052863436123346
100,0.5834665298461914,0.9238681131013604,0.9436256703080566,0.640709300327291,0.04405286343612335,0.22026431718061673,0.44052863436123346
110,0.5552040338516235,0.9255176696617439,0.9415341347898897,0.6126851799125979,0.04405286343612335,0.22026431718061673,0.44052863436123346
120,0.5737842321395874,0.9221797434454385,0.9398972387210862,0.572257352796604,0.04405286343612335,0.22026431718061673,0.44052863436123346
130,0.5633299946784973,0.9224126220186691,0.9371117911431188,0.4294005423864949,0.04405286343612335,0.21585903083700442,0.43612334801762115
140,0.5631116628646851,0.9183566535349027,0.9336963523579107,0.41601332760975857,0.04405286343612335,0.21585903083700442,0.43612334801762115
150,0.5319893956184387,0.9259446137126667,0.9395827995760864,0.4205390654838729,0.04405286343612335,0.21585903083700442,0.43612334801762115
160,0.5485697984695435,0.9327174988841235,0.9427613442078397,0.4084140422402442,0.04405286343612335,0.21585903083700442,0.43612334801762115
170,0.5586857199668884,0.9232859166682837,0.9379052696710762,0.42832697914322904,0.04405286343612335,0.21585903083700442,0.43612334801762115
180,0.5421555042266846,0.9212870422480545,0.9371751619659893,0.4162300613129785,0.04405286343612335,0.21585903083700442,0.43612334801762115
190,0.5198004841804504,0.9223155892798229,0.9419159497973506,0.5015791182107245,0.04405286343612335,0.22026431718061673,0.43612334801762115
200,0.5280376076698303,0.9244697160822062,0.9432054233779605,0.5146406207407729,0.04405286343612335,0.22026431718061673,0.43612334801762115
210,0.5177047252655029,0.9280017077762037,0.9430900455324247,0.5064984286878218,0.04405286343612335,0.22026431718061673,0.43612334801762115
220,0.5084941983222961,0.9336296066292766,0.947433701570648,0.5557043231831452,0.04405286343612335,0.22026431718061673,0.43612334801762115
230,0.506152868270874,0.9307768441072017,0.9456145760643994,0.5846813587273088,0.04405286343612335,0.22026431718061673,0.44052863436123346
240,0.5081518292427063,0.9306992179161249,0.9458872373641304,0.5695675263684206,0.04405286343612335,0.22026431718061673,0.43612334801762115
250,0.5119097828865051,0.92883618933028,0.9440346702019007,0.5810663378091183,0.04405286343612335,0.22026431718061673,0.44052863436123346
260,0.510825514793396,0.9291661006423567,0.945573022038703,0.5771346340898996,0.04405286343612335,0.22026431718061673,0.43612334801762115
270,0.5064306855201721,0.9304663393428942,0.9468533814214195,0.5808322176776548,0.04405286343612335,0.22026431718061673,0.43612334801762115
280,0.4954362213611603,0.9307768441072017,0.9458746554327497,0.5177264072448168,0.04405286343612335,0.22026431718061673,0.43612334801762115
290,0.49524036049842834,0.9326204661452774,0.9464071705540612,0.507742399724617,0.04405286343612335,0.22026431718061673,0.43612334801762115
300,0.4984525442123413,0.9356478875972752,0.9475772557718517,0.5440831297553325,0.04405286343612335,0.22026431718061673,0.43612334801762115
