epoch,loss,auc,ap,mrr,hits@10,hits@50,hits@100,phase,phase_name,phase_changed,competence,easy_ratio,medium_ratio,hard_ratio
10,0.6342711448669434,0.7989272651043098,0.8051012827528825,0.13031249032954423,0.034220532319391636,0.17870722433460076,0.34220532319391633,0,hard_focus,False,0.7989272651043098,0.0,0.3,0.7
20,0.4932280480861664,0.8644045743035174,0.8566027464672117,0.14514175140960991,0.034220532319391636,0.18250950570342206,0.35361216730038025,0,hard_focus,False,0.8316659197039136,0.0,0.3,0.7
30,0.40021970868110657,0.8874062079833451,0.8840201903700257,0.17837354841950892,0.034220532319391636,0.18631178707224336,0.3574144486692015,0,hard_focus,False,0.8502460157970574,0.0,0.3,0.7
40,0.33506903052330017,0.8801919935231101,0.8761491658035632,0.17471998880422787,0.034220532319391636,0.18631178707224336,0.3612167300380228,0,hard_focus,False,0.8577325102285706,0.0,0.3,0.7
50,0.2742454409599304,0.8745970015469358,0.8678081988056805,0.15958790283211385,0.03802281368821293,0.18250950570342206,0.34600760456273766,0,hard_focus,False,0.8611054084922436,0.0,0.3,0.7
60,0.215474471449852,0.8737729329612977,0.8662629301489251,0.16119884426310177,0.03802281368821293,0.17490494296577946,0.34980988593155893,0,hard_focus,False,0.8760745420636411,0.0,0.3,0.7
70,0.17729227244853973,0.8713007272043833,0.8620862675111959,0.15492691513644669,0.03802281368821293,0.17490494296577946,0.35361216730038025,0,hard_focus,False,0.8774537726438144,0.0,0.3,0.7
80,0.14909657835960388,0.8680767395798696,0.8610125511550765,0.15276437148318076,0.03802281368821293,0.17490494296577946,0.34980988593155893,0,hard_focus,False,0.8735878789631194,0.0,0.3,0.7
90,0.12755364179611206,0.8644045743035176,0.8560747751774872,0.1516693684351089,0.03802281368821293,0.17490494296577946,0.34220532319391633,0,hard_focus,False,0.8704303951192006,0.0,0.3,0.7
100,0.10277561098337173,0.8513640503693851,0.8418111904063912,0.14115666737833094,0.03802281368821293,0.17110266159695817,0.33460076045627374,0,hard_focus,False,0.8657838048836906,0.0,0.3,0.7
110,0.08238323032855988,0.8516531972415389,0.8411090822390723,0.1352655930993961,0.03802281368821293,0.17110266159695817,0.33840304182509506,0,hard_focus,False,0.861359857739739,0.0,0.3,0.7
120,0.07347479462623596,0.8465352976044183,0.8349287363012137,0.12706699318024114,0.03802281368821293,0.17110266159695817,0.34600760456273766,0,hard_focus,False,0.8564067718197459,0.0,0.3,0.7
130,0.0570269376039505,0.8461738640142261,0.8347340745929305,0.1264073700781965,0.03802281368821293,0.17110266159695817,0.34600760456273766,0,hard_focus,False,0.8520261967066173,0.0,0.3,0.7
140,0.05609164759516716,0.8468099871329643,0.8369364054813193,0.1329555271205609,0.03802281368821293,0.17490494296577946,0.34600760456273766,0,hard_focus,False,0.8485072792725067,0.0,0.3,0.7
150,0.04982023686170578,0.8392343390825371,0.8280424681412651,0.12331503627259036,0.03802281368821293,0.17110266159695817,0.34220532319391633,0,hard_focus,False,0.8460813370151369,0.0,0.3,0.7
160,0.044215086847543716,0.8410559643771053,0.8304732704778479,0.12456615102429038,0.03802281368821293,0.17110266159695817,0.34220532319391633,0,hard_focus,False,0.8439618904422502,0.0,0.3,0.7
170,0.036309290677309036,0.8327429918026862,0.8246468901625696,0.12398451357109716,0.03802281368821293,0.17110266159695817,0.34600760456273766,0,hard_focus,False,0.8412034292819037,0.0,0.3,0.7
180,0.02864208072423935,0.8309502811953332,0.8222653635202343,0.12015860055344751,0.03802281368821293,0.17110266159695817,0.34600760456273766,0,hard_focus,False,0.8381587127181251,0.0,0.3,0.7
190,0.03171724081039429,0.8289262530902571,0.8197147462972341,0.11822055431373016,0.03802281368821293,0.17490494296577946,0.34220532319391633,0,hard_focus,False,0.8345819659095838,0.0,0.3,0.7
200,0.03428275138139725,0.825442033280805,0.8187058187808057,0.12171914533835737,0.03802281368821293,0.17490494296577946,0.34600760456273766,0,hard_focus,False,0.8318235047492374,0.0,0.3,0.7
210,0.026905329897999763,0.8344055863175699,0.8265141970598844,0.12656093225537943,0.03802281368821293,0.17490494296577946,0.34220532319391633,0,hard_focus,False,0.8304934291373304,0.0,0.3,0.7
220,0.025243401527404785,0.8343043849123162,0.8251156455334531,0.12395500838232443,0.03802281368821293,0.17490494296577946,0.34600760456273766,0,hard_focus,False,0.8308057077592561,0.0,0.3,0.7
