epoch,loss,auc,ap,mrr,hits@10,hits@50,hits@100,phase,phase_name,phase_changed,competence,easy_ratio,medium_ratio,hard_ratio
10,1.8270938396453857,0.892934075957228,0.9067994635083909,0.32793282388315503,0.04405286343612335,0.21585903083700442,0.42731277533039647,1,easy_medium,True,0.0,1.0,0.0,0.0
20,1.0119359493255615,0.8917502765433057,0.9057675426074713,0.38250464595498707,0.04405286343612335,0.22026431718061673,0.42731277533039647,2,mixed,True,0.0,0.7,0.3,0.0
30,0.8510878682136536,0.8843175687476955,0.8981240220881986,0.34561485417743115,0.04405286343612335,0.21585903083700442,0.42731277533039647,2,mixed,False,0.8843175687476955,0.3,0.4,0.3
40,0.7245408892631531,0.8938849967979198,0.9115360675812916,0.4164309346869128,0.04405286343612335,0.22026431718061673,0.43171806167400884,2,mixed,False,0.8891012827728076,0.3,0.4,0.3
50,0.6081324815750122,0.9064604397523724,0.9253925234265705,0.5017159643024902,0.04405286343612335,0.22026431718061673,0.43612334801762115,2,mixed,False,0.8948876684326627,0.3,0.4,0.3
60,0.6282479166984558,0.8990277319567621,0.9150104018125218,0.364349636093242,0.04405286343612335,0.22026431718061673,0.42290748898678415,2,mixed,False,0.8959226843136875,0.3,0.4,0.3
70,0.6107311844825745,0.8979991849249936,0.9119514512056814,0.3100973913312059,0.04405286343612335,0.21585903083700442,0.42290748898678415,2,mixed,False,0.8963379844359487,0.3,0.4,0.3
80,0.5455003976821899,0.9097983659686778,0.92277711278002,0.3441628157333269,0.04405286343612335,0.21585903083700442,0.42731277533039647,3,hard_focus,True,0.0,0.3,0.4,0.3
90,0.5432411432266235,0.9085369403636787,0.9211073821107185,0.309291179706358,0.04405286343612335,0.21585903083700442,0.42731277533039647,3,hard_focus,False,0.9085369403636787,0.0,0.3,0.7
100,0.5255289673805237,0.9047914766442198,0.9141602540054734,0.2819675027781805,0.04405286343612335,0.21585903083700442,0.42731277533039647,3,hard_focus,False,0.9066642085039492,0.0,0.3,0.7
110,0.49397698044776917,0.9009101670903764,0.9093714097455102,0.25678373281677674,0.04405286343612335,0.21145374449339208,0.42731277533039647,3,hard_focus,False,0.904746194699425,0.0,0.3,0.7
120,0.45197799801826477,0.9056841778416037,0.9139980547253961,0.2593809496964635,0.04405286343612335,0.21145374449339208,0.42731277533039647,3,hard_focus,False,0.9049806904849697,0.0,0.3,0.7
130,0.46839797496795654,0.9097207397776008,0.920659011617531,0.303990982771306,0.04405286343612335,0.21145374449339208,0.42731277533039647,3,hard_focus,False,0.9059287003434958,0.0,0.3,0.7
140,0.44711756706237793,0.9062275611791418,0.9217866435869819,0.3773790610008816,0.04405286343612335,0.22026431718061673,0.43171806167400884,3,hard_focus,False,0.9054668245065886,0.0,0.3,0.7
150,0.4265125095844269,0.9050631683129888,0.924094656199946,0.43660341634803923,0.04405286343612335,0.22026431718061673,0.43171806167400884,3,hard_focus,False,0.9055211628403423,0.0,0.3,0.7
160,0.41522008180618286,0.9046556308098352,0.923316189320223,0.4395318265018892,0.04405286343612335,0.22026431718061673,0.43171806167400884,3,hard_focus,False,0.9062702555842341,0.0,0.3,0.7
170,0.42416468262672424,0.9012788914979915,0.919442479385174,0.41855018554902723,0.04405286343612335,0.22026431718061673,0.43171806167400884,3,hard_focus,False,0.9053891983155117,0.0,0.3,0.7
180,0.40313392877578735,0.899008325408993,0.9184241405944562,0.4319747428435585,0.04405286343612335,0.22026431718061673,0.42731277533039647,3,hard_focus,False,0.9032467154417901,0.0,0.3,0.7
190,0.3925279378890991,0.901686429001145,0.9179114681254816,0.3811724596735327,0.04405286343612335,0.22026431718061673,0.43171806167400884,3,hard_focus,False,0.9023384890061907,0.0,0.3,0.7
200,0.37638360261917114,0.9041316540200663,0.9208987802238381,0.3928374832800995,0.048458149779735685,0.22026431718061673,0.43171806167400884,3,hard_focus,False,0.9021521861476062,0.0,0.3,0.7
210,0.38467270135879517,0.8994158629121465,0.9161428112282091,0.37029641589835405,0.048458149779735685,0.22026431718061673,0.42731277533039647,3,hard_focus,False,0.9011042325680684,0.0,0.3,0.7
220,0.38149508833885193,0.8928176366706126,0.9099907195589642,0.3343228078969407,0.04405286343612335,0.21585903083700442,0.42731277533039647,3,hard_focus,False,0.8994119816025925,0.0,0.3,0.7
230,0.38422447443008423,0.893283393817074,0.9101145133365973,0.3323501263010604,0.04405286343612335,0.21585903083700442,0.43171806167400884,3,hard_focus,False,0.898266995284209,0.0,0.3,0.7
240,0.37580037117004395,0.8983290962370704,0.912064304154093,0.31062966569314154,0.04405286343612335,0.21585903083700442,0.42731277533039647,3,hard_focus,False,0.897595528731394,0.0,0.3,0.7
250,0.37808266282081604,0.8973005492053019,0.9108121735100964,0.3162934968109573,0.04405286343612335,0.21585903083700442,0.42731277533039647,3,hard_focus,False,0.8962293077684411,0.0,0.3,0.7
260,0.3893987536430359,0.8951658289506879,0.9066908090401649,0.2900410548578266,0.04405286343612335,0.21585903083700442,0.42290748898678415,3,hard_focus,False,0.8953793009761494,0.0,0.3,0.7
270,0.3636222779750824,0.8961167497913797,0.9096952205653854,0.3070177323002119,0.04405286343612335,0.21585903083700442,0.42290748898678415,3,hard_focus,False,0.8960391236003027,0.0,0.3,0.7
280,0.36169543862342834,0.9000950920840691,0.9149664981795926,0.35811656238889295,0.04405286343612335,0.22026431718061673,0.42290748898678415,3,hard_focus,False,0.8974014632537018,0.0,0.3,0.7
290,0.33667421340942383,0.904015214733451,0.922438962754724,0.43717466178872366,0.04405286343612335,0.22026431718061673,0.43171806167400884,3,hard_focus,False,0.898538686952978,0.0,0.3,0.7
300,0.34141242504119873,0.8955151468105338,0.9156438472355387,0.41541589015388447,0.04405286343612335,0.22026431718061673,0.43171806167400884,3,hard_focus,False,0.8981816064740243,0.0,0.3,0.7
