epoch,loss,auc,ap,mrr,hits@10,hits@50,hits@100,phase,phase_name,phase_changed,competence,easy_ratio,medium_ratio,hard_ratio
10,0.5924334526062012,0.85909336756637,0.8351736305148065,0.032237244565908,0.004061371841155234,0.02211191335740072,0.042418772563176894,1,easy_medium,True,0.0,1.0,0.0,0.0
20,0.5552919507026672,0.8985538795631378,0.879226719818363,0.03949142390636517,0.004512635379061372,0.021660649819494584,0.043772563176895304,2,mixed,True,0.0,0.7,0.3,0.0
30,0.5360673666000366,0.9119219509572651,0.893445805941285,0.04032005746095206,0.004512635379061372,0.021209386281588447,0.043772563176895304,3,hard_focus,True,0.0,0.3,0.4,0.3
40,0.5273494124412537,0.9225818302076138,0.9097888439659025,0.051318710336292594,0.004512635379061372,0.021660649819494584,0.043772563176895304,3,hard_focus,False,0.9225818302076138,0.0,0.3,0.7
50,0.5174247026443481,0.9294658391872694,0.9159066746853948,0.0496106287140544,0.004512635379061372,0.02211191335740072,0.043772563176895304,3,hard_focus,False,0.9260238346974417,0.0,0.3,0.7
60,0.5194762945175171,0.932940018604439,0.9204010218727837,0.05294939494992286,0.004512635379061372,0.021660649819494584,0.043772563176895304,3,hard_focus,False,0.9283292293331075,0.0,0.3,0.7
70,0.5046904683113098,0.934913583847046,0.9231370869732983,0.05507155417807007,0.004512635379061372,0.021660649819494584,0.043772563176895304,3,hard_focus,False,0.9299753179615922,0.0,0.3,0.7
80,0.5036032199859619,0.9375437823378383,0.9287014982932251,0.06905626090883447,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9314890108368413,0.0,0.3,0.7
90,0.5010988116264343,0.940456020539822,0.9323425670027781,0.07518642625075524,0.004512635379061372,0.02256317689530686,0.043772563176895304,3,hard_focus,False,0.9350638489032829,0.0,0.3,0.7
100,0.49914127588272095,0.9434475760468661,0.9352903855378122,0.07224572588144872,0.004512635379061372,0.02211191335740072,0.043772563176895304,3,hard_focus,False,0.9378601962752022,0.0,0.3,0.7
110,0.49820902943611145,0.9446088261934861,0.9371954909887557,0.07565226961320727,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9401939577930116,0.0,0.3,0.7
120,0.49243810772895813,0.9458862522644633,0.9385930661549995,0.0729675407015225,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9423884914764951,0.0,0.3,0.7
130,0.49165716767311096,0.9455309025922403,0.9390563203086675,0.07557485193091501,0.004512635379061372,0.02211191335740072,0.043772563176895304,3,hard_focus,False,0.9439859155273755,0.0,0.3,0.7
140,0.4903116226196289,0.9469168681333003,0.9403100183468165,0.07414238583214423,0.004512635379061372,0.02211191335740072,0.043772563176895304,3,hard_focus,False,0.9452780850460712,0.0,0.3,0.7
150,0.4885624349117279,0.946672501596528,0.9416894714667121,0.08434432608974002,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9459230701560036,0.0,0.3,0.7
160,0.48807358741760254,0.9463902582465561,0.941277929053522,0.07904930026607171,0.004512635379061372,0.02211191335740072,0.044675090252707585,3,hard_focus,False,0.9462793565666174,0.0,0.3,0.7
170,0.4849775433540344,0.9476534296028881,0.9430632494109483,0.0839925686098757,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9466327920343025,0.0,0.3,0.7
180,0.48104625940322876,0.9475756395886824,0.942490707847887,0.07976000498822945,0.004512635379061372,0.02211191335740072,0.044675090252707585,3,hard_focus,False,0.947041739433591,0.0,0.3,0.7
190,0.483547568321228,0.947390124659516,0.9429623241995034,0.08180330635879753,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.947136390738834,0.0,0.3,0.7
200,0.48130300641059875,0.9487984904664467,0.9442094254170676,0.08402105739656063,0.004512635379061372,0.02211191335740072,0.044675090252707585,3,hard_focus,False,0.9475615885128178,0.0,0.3,0.7
210,0.4825252294540405,0.9479542040818987,0.9439806617644255,0.08452030860472763,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9478743776798864,0.0,0.3,0.7
220,0.48299190402030945,0.9475788978091726,0.9436669499022933,0.08530643089614515,0.004512635379061372,0.02211191335740072,0.044675090252707585,3,hard_focus,False,0.9478594713211432,0.0,0.3,0.7
230,0.47760698199272156,0.9472426901823301,0.9433040864686024,0.08400736724983963,0.004512635379061372,0.02211191335740072,0.044675090252707585,3,hard_focus,False,0.9477928814398728,0.0,0.3,0.7
240,0.48055580258369446,0.9480888093159039,0.9442112962351797,0.0787962746684071,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9479326183711503,0.0,0.3,0.7
250,0.4794359803199768,0.9471966678179047,0.9433460651907959,0.08046932646260076,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9476122538414419,0.0,0.3,0.7
260,0.4786120355129242,0.9474056012068448,0.9443704175823172,0.08998077069193804,0.004512635379061372,0.02256317689530686,0.04422382671480144,3,hard_focus,False,0.9475025332664313,0.0,0.3,0.7
270,0.4801572561264038,0.9474041757353804,0.9446654217500452,0.08965036601554024,0.004512635379061372,0.02211191335740072,0.044675090252707585,3,hard_focus,False,0.9474675888516728,0.0,0.3,0.7
280,0.4788798391819,0.9479633678270276,0.944503776639874,0.08246430120297882,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9476117243806123,0.0,0.3,0.7
290,0.4792696237564087,0.9482405202074835,0.9456492654454568,0.08781415878720951,0.004512635379061372,0.02211191335740072,0.044675090252707585,3,hard_focus,False,0.947642066558928,0.0,0.3,0.7
300,0.47889068722724915,0.9487714065086214,0.945927921373125,0.08640050170770143,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9479570142970715,0.0,0.3,0.7
