epoch,loss,auc,ap,mrr,hits@10,hits@50,hits@100,phase,phase_name,phase_changed,competence,easy_ratio,medium_ratio,hard_ratio
10,0.6525783538818359,0.8708272377458327,0.8593422317960125,0.03342867655795703,0.004061371841155234,0.021209386281588447,0.04287003610108303,1,easy_medium,True,0.0,1.0,0.0,0.0
20,0.5527564287185669,0.8630020103220426,0.8715125052850304,0.12556228569589634,0.004512635379061372,0.02256317689530686,0.04512635379061372,2,mixed,True,0.0,0.7,0.3,0.0
30,0.5220550894737244,0.9019532217284207,0.9043263926591242,0.11103354382173797,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,True,0.0,0.3,0.4,0.3
40,0.492434561252594,0.9113580751736631,0.9140099158230981,0.08968584889068315,0.004512635379061372,0.02211191335740072,0.044675090252707585,3,hard_focus,False,0.9113580751736631,0.0,0.3,0.7
50,0.48456451296806335,0.9201780780408972,0.9217121925141663,0.09430376409824946,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9157680766072802,0.0,0.3,0.7
60,0.4813918173313141,0.9271512808064748,0.9283262980819932,0.08613634279488985,0.004512635379061372,0.021660649819494584,0.04422382671480144,3,hard_focus,False,0.9195624780070117,0.0,0.3,0.7
70,0.4730943441390991,0.9421877647304148,0.9406742749615689,0.08830063223987988,0.004512635379061372,0.021660649819494584,0.04422382671480144,3,hard_focus,False,0.9252187996878625,0.0,0.3,0.7
80,0.4634849727153778,0.9489502013580262,0.9465027076935038,0.09822675432033202,0.004512635379061372,0.02211191335740072,0.04422382671480144,3,hard_focus,False,0.9299650800218953,0.0,0.3,0.7
90,0.4510529637336731,0.9550343172073141,0.953289784915116,0.11599208537935746,0.004512635379061372,0.02256317689530686,0.044675090252707585,3,hard_focus,False,0.9387003284286255,0.0,0.3,0.7
100,0.44759252667427063,0.960217942368596,0.9583932042880235,0.14353773728003444,0.004512635379061372,0.02256317689530686,0.044675090252707585,3,hard_focus,False,0.9467083012941652,0.0,0.3,0.7
110,0.441921591758728,0.96420926246921,0.9623790155123343,0.14152961423412222,0.004512635379061372,0.02256317689530686,0.044675090252707585,3,hard_focus,False,0.9541198976267122,0.0,0.3,0.7
120,0.4380147159099579,0.9660409933010987,0.9647843085903546,0.1576000973493023,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.958890543340849,0.0,0.3,0.7
130,0.43627864122390747,0.9664193541555345,0.9653874207104001,0.16251993467414455,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9623843739003506,0.0,0.3,0.7
140,0.4319155216217041,0.9681030395938953,0.967214771294821,0.17254184436098416,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9649981183776669,0.0,0.3,0.7
150,0.43043145537376404,0.9692350675754929,0.968780466077184,0.17910119696065432,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9668015434190463,0.0,0.3,0.7
160,0.42722105979919434,0.9699416941443262,0.9697767244528859,0.1946347216295424,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9679480297540696,0.0,0.3,0.7
170,0.42453813552856445,0.9711916289799163,0.970769141873781,0.18460205176258446,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9689781568898331,0.0,0.3,0.7
180,0.42377153038978577,0.9714848688240431,0.9712642147698193,0.1911655659774716,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9699912598235347,0.0,0.3,0.7
190,0.4198850691318512,0.9719033465182656,0.9722044485603685,0.20799993672561382,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9707513212084088,0.0,0.3,0.7
200,0.4218713045120239,0.9721326437852702,0.972689785410011,0.21228966285844586,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9713308364503643,0.0,0.3,0.7
210,0.41761037707328796,0.9722906674790498,0.9729299407836689,0.20082081760366796,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.971800631117309,0.0,0.3,0.7
220,0.41776522994041443,0.9720593338242386,0.973037134126262,0.21449027122534928,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9719741720861734,0.0,0.3,0.7
230,0.4192768931388855,0.9722568634414628,0.9730824824429856,0.200523404511254,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9721285710096573,0.0,0.3,0.7
240,0.41618266701698303,0.9721796843435988,0.9730704391546492,0.1998386020420352,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.972183838574724,0.0,0.3,0.7
250,0.41246873140335083,0.9719155648451043,0.973242931191881,0.21194223150936786,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9721404227866909,0.0,0.3,0.7
260,0.4112568795681,0.9717335117752088,0.9731884064146413,0.21525793073133223,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9720289916459226,0.0,0.3,0.7
270,0.41333305835723877,0.9720208460946971,0.9735342366010395,0.2146217111397122,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9720212941000144,0.0,0.3,0.7
280,0.409498929977417,0.9713771439090828,0.9733843801082984,0.22821643790177676,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9718453501935382,0.0,0.3,0.7
290,0.41110777854919434,0.9706061674855659,0.9730299674032037,0.23178681180515542,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9715306468219318,0.0,0.3,0.7
300,0.41020864248275757,0.970319138624249,0.9728167626042373,0.22864492299883735,0.004512635379061372,0.02256317689530686,0.04512635379061372,3,hard_focus,False,0.9712113615777607,0.0,0.3,0.7
